team,score,opp_score,run_diff,rd_running,game_count
Colorado Rockies,4,12,-8,-209,69
Atlanta Braves,12,4,8,18,68
Chicago White Sox,1,3,-2,-60,70
Texas Rangers,3,1,2,25,70
Athletics,6,4,2,-118,71
Kansas City Royals,4,6,-2,-23,70
Minnesota Twins,3,10,-7,10,70
Houston Astros,10,3,7,37,69
St. Louis Cardinals,2,3,-1,16,70
Milwaukee Brewers,3,2,1,23,71
San Diego Padres,1,5,-4,20,68
Arizona Diamondbacks,5,1,4,-1,70
Cleveland Guardians,2,7,-5,-20,69
Seattle Mariners,7,2,5,-9,68
San Francisco Giants,6,2,4,52,70
Los Angeles Dodgers,2,6,-4,64,70
Miami Marlins,4,3,1,-90,68
Washington Nationals,3,4,-1,-61,70
Cincinnati Reds,11,1,10,38,72
Detroit Tigers,1,11,-10,84,72
Pittsburgh Pirates,1,2,-1,-53,72
Chicago Cubs,2,1,1,104,71
Los Angeles Angels,5,6,-1,-53,69
Baltimore Orioles,6,5,1,-82,69
Toronto Blue Jays,2,3,-1,-5,70
Philadelphia Phillies,3,2,1,26,70
Chicago White Sox,4,5,-1,-61,71
Texas Rangers,5,4,1,26,71
Athletics,4,0,4,-114,72
Kansas City Royals,0,4,-4,-27,71
Tampa Bay Rays,8,4,4,53,70
New York Mets,4,8,-4,89,71
Minnesota Twins,2,3,-1,9,71
Houston Astros,3,2,1,38,70
Colorado Rockies,1,4,-3,-212,70
Atlanta Braves,4,1,3,21,69
St. Louis Cardinals,8,5,3,19,71
Milwaukee Brewers,5,8,-3,20,72
San Diego Padres,7,8,-1,19,69
Arizona Diamondbacks,8,7,1,0,71
New York Yankees,3,4,-1,105,69
Boston Red Sox,4,3,1,20,72
Cleveland Guardians,3,4,-1,-21,70
Seattle Mariners,4,3,1,-8,69
San Francisco Giants,5,11,-6,46,71
Los Angeles Dodgers,11,5,6,70,71
Cincinnati Reds,8,4,4,42,73
Detroit Tigers,4,8,-4,80,73
Los Angeles Angels,2,11,-9,-62,70
Baltimore Orioles,11,2,9,-73,70
Toronto Blue Jays,4,11,-7,-12,71
Philadelphia Phillies,11,4,7,33,71
Colorado Rockies,10,1,9,-203,71
Atlanta Braves,1,10,-9,12,70
Miami Marlins,3,1,2,-88,69
Washington Nationals,1,3,-2,-63,71
New York Yankees,0,2,-2,103,70
Boston Red Sox,2,0,2,22,73
Tampa Bay Rays,9,0,9,62,71
New York Mets,0,9,-9,80,72
Athletics,3,2,1,-113,73
Kansas City Royals,2,3,-1,-28,72
Minnesota Twins,1,2,-1,8,72
Houston Astros,2,1,1,39,71
St. Louis Cardinals,2,3,-1,18,72
Milwaukee Brewers,3,2,1,21,73
Pittsburgh Pirates,2,3,-1,-54,73
Chicago Cubs,3,2,1,105,72
Chicago White Sox,1,2,-1,-62,72
Texas Rangers,2,1,1,27,72
San Diego Padres,8,2,6,25,70
Arizona Diamondbacks,2,8,-6,-6,72
Cleveland Guardians,0,6,-6,-27,71
Seattle Mariners,6,0,6,-2,70
San Francisco Giants,4,5,-1,45,72
Los Angeles Dodgers,5,4,1,71,72
Philadelphia Phillies,5,2,3,36,72
Miami Marlins,2,5,-3,-91,70
Colorado Rockies,6,4,2,-201,72
Washington Nationals,4,6,-2,-65,72
Los Angeles Angels,1,0,1,-61,71
New York Yankees,0,1,-1,102,71
Baltimore Orioles,1,7,-6,-79,71
Tampa Bay Rays,7,1,6,68,72
Boston Red Sox,2,0,2,24,74
Seattle Mariners,0,2,-2,-4,71
Houston Astros,1,3,-2,37,72
Athletics,3,1,2,-111,74
San Diego Padres,3,6,-3,22,71
Los Angeles Dodgers,6,3,3,74,73
Philadelphia Phillies,3,8,-5,31,73
Miami Marlins,8,3,5,-86,71
Pittsburgh Pirates,3,7,-4,-58,74
Detroit Tigers,7,3,4,84,74
Colorado Rockies,10,6,4,-197,73
Washington Nationals,6,10,-4,-69,73
Los Angeles Angels,4,0,4,-57,72
New York Yankees,0,4,-4,98,72
Arizona Diamondbacks,4,5,-1,-7,73
Toronto Blue Jays,5,4,1,-11,72
Minnesota Twins,5,6,-1,7,73
Cincinnati Reds,6,5,1,43,74
New York Mets,4,5,-1,79,73
Atlanta Braves,5,4,1,13,71
Baltimore Orioles,5,1,4,-75,72
Tampa Bay Rays,1,5,-4,64,73
St. Louis Cardinals,12,2,10,28,73
Chicago White Sox,2,12,-10,-72,73
Kansas City Royals,6,1,5,-23,73
Texas Rangers,1,6,-5,22,73
Milwaukee Brewers,3,5,-2,19,74
Chicago Cubs,5,3,2,107,73
Boston Red Sox,0,8,-8,16,75
Seattle Mariners,8,0,8,4,72
Cleveland Guardians,3,2,1,-26,72
San Francisco Giants,2,3,-1,44,73
Houston Astros,13,3,10,47,73
Athletics,3,13,-10,-121,75
San Diego Padres,6,8,-2,20,72
Los Angeles Dodgers,8,6,2,76,74
Boston Red Sox,3,1,2,18,76
Seattle Mariners,1,3,-2,2,73
Philadelphia Phillies,4,2,2,33,74
Miami Marlins,2,4,-2,-88,72
Colorado Rockies,3,1,2,-195,74
Washington Nationals,1,3,-2,-71,74
Los Angeles Angels,3,2,1,-56,73
New York Yankees,2,3,-1,97,73
Arizona Diamondbacks,1,8,-7,-14,74
Toronto Blue Jays,8,1,7,-4,73
Minnesota Twins,2,4,-2,5,74
Cincinnati Reds,4,2,2,45,75
New York Mets,0,5,-5,74,74
Atlanta Braves,5,0,5,18,72
Baltimore Orioles,8,12,-4,-79,73
Tampa Bay Rays,12,8,4,68,74
Kansas City Royals,6,3,3,-20,74
Texas Rangers,3,6,-3,19,74
Cleveland Guardians,4,2,2,-24,73
San Francisco Giants,2,4,-2,42,74
Houston Astros,11,4,7,54,74
Athletics,4,11,-7,-128,76
San Diego Padres,3,4,-1,19,73
Los Angeles Dodgers,4,3,1,77,75
Minnesota Twins,12,5,7,12,75
Cincinnati Reds,5,12,-7,38,76
Colorado Rockies,3,4,-1,-196,75
Washington Nationals,4,3,1,-70,75
Los Angeles Angels,3,7,-4,-60,74
New York Yankees,7,3,4,101,74
Pittsburgh Pirates,2,9,-7,-65,75
Detroit Tigers,9,2,7,91,75
Pittsburgh Pirates,8,4,4,-61,76
Detroit Tigers,4,8,-4,87,76
St. Louis Cardinals,5,4,1,29,74
Chicago White Sox,4,5,-1,-73,74
St. Louis Cardinals,8,6,2,31,75
Chicago White Sox,6,8,-2,-75,75
Milwaukee Brewers,8,7,1,20,75
Chicago Cubs,7,8,-1,106,74
Kansas City Royals,4,1,3,-17,75
Texas Rangers,1,4,-3,16,75
Arizona Diamondbacks,9,5,4,-10,75
Toronto Blue Jays,5,9,-4,-8,74
Cleveland Guardians,1,2,-1,-25,74
San Francisco Giants,2,1,1,43,75
Philadelphia Phillies,2,1,1,34,75
Miami Marlins,1,2,-1,-89,73
New York Mets,1,7,-6,68,75
Atlanta Braves,7,1,6,24,73
Baltimore Orioles,4,1,3,-76,74
Tampa Bay Rays,1,4,-3,65,75
Houston Astros,4,6,-2,52,75
Athletics,6,4,2,-126,77
San Diego Padres,5,3,2,21,74
Los Angeles Dodgers,3,5,-2,75,76
Seattle Mariners,9,4,5,7,74
Chicago Cubs,4,9,-5,101,75
Texas Rangers,6,2,4,20,76
Pittsburgh Pirates,2,6,-4,-65,77
Detroit Tigers,8,14,-6,81,77
Tampa Bay Rays,14,8,6,71,76
Baltimore Orioles,5,3,2,-74,75
New York Yankees,3,5,-2,99,75
Chicago White Sox,7,1,6,-69,76
Toronto Blue Jays,1,7,-6,-14,75
Atlanta Braves,2,6,-4,20,74
Miami Marlins,6,2,4,-85,74
Cincinnati Reds,1,6,-5,33,77
St. Louis Cardinals,6,1,5,36,76
New York Mets,2,10,-8,60,76
Philadelphia Phillies,10,2,8,42,76
Milwaukee Brewers,17,6,11,31,76
Minnesota Twins,6,17,-11,1,76
Arizona Diamondbacks,14,8,6,-4,76
Colorado Rockies,8,14,-6,-202,76
Houston Astros,3,2,1,53,76
Los Angeles Angels,2,3,-1,-61,75
Kansas City Royals,6,5,1,-16,76
San Diego Padres,5,6,-1,20,75
Cleveland Guardians,1,5,-4,-29,75
Athletics,5,1,4,-122,78
Washington Nationals,5,6,-1,-71,76
Los Angeles Dodgers,6,5,1,76,77
Boston Red Sox,7,5,2,20,77
San Francisco Giants,5,7,-2,41,76
Detroit Tigers,3,8,-5,76,78
Tampa Bay Rays,8,3,5,76,77
Baltimore Orioles,0,9,-9,-83,76
New York Yankees,9,0,9,108,76
Milwaukee Brewers,9,0,9,40,77
Minnesota Twins,0,9,-9,-8,77
Cincinnati Reds,5,6,-1,32,78
St. Louis Cardinals,6,5,1,37,77
Seattle Mariners,7,10,-3,4,75
Chicago Cubs,10,7,3,104,76
Chicago White Sox,1,7,-6,-75,77
Toronto Blue Jays,7,1,6,-8,76
Boston Red Sox,2,3,-1,19,78
San Francisco Giants,3,2,1,42,77
Texas Rangers,3,2,1,21,77
Pittsburgh Pirates,2,3,-1,-66,78
Atlanta Braves,7,0,7,27,75
Miami Marlins,0,7,-7,-92,75
Kansas City Royals,1,5,-4,-20,77
San Diego Padres,5,1,4,24,76
New York Mets,11,4,7,67,77
Philadelphia Phillies,4,11,-7,35,77
Arizona Diamondbacks,5,3,2,-2,77
Colorado Rockies,3,5,-2,-204,77
Houston Astros,1,9,-8,45,77
Los Angeles Angels,9,1,8,-53,76
Cleveland Guardians,4,2,2,-27,76
Athletics,2,4,-2,-124,79
Washington Nationals,7,3,4,-67,77
Los Angeles Dodgers,3,7,-4,72,78
Baltimore Orioles,2,4,-2,-85,77
New York Yankees,4,2,2,110,77
Detroit Tigers,9,3,6,82,79
Tampa Bay Rays,3,9,-6,70,78
Texas Rangers,3,8,-5,16,78
Pittsburgh Pirates,8,3,5,-61,79
Chicago White Sox,4,2,2,-73,78
Toronto Blue Jays,2,4,-2,-10,77
Atlanta Braves,3,5,-2,25,76
Miami Marlins,5,3,2,-90,76
Milwaukee Brewers,9,8,1,41,78
Minnesota Twins,8,9,-1,-9,78
Cincinnati Reds,4,1,3,35,79
St. Louis Cardinals,1,4,-3,34,78
Seattle Mariners,14,6,8,12,76
Chicago Cubs,6,14,-8,96,77
Arizona Diamondbacks,2,4,-2,-4,78
Colorado Rockies,4,2,2,-202,78
Cleveland Guardians,3,0,3,-24,77
Athletics,0,3,-3,-127,80
Boston Red Sox,5,9,-4,15,79
San Francisco Giants,9,5,4,46,78
Houston Astros,8,7,1,46,78
Los Angeles Angels,7,8,-1,-54,77
Washington Nationals,7,13,-6,-73,78
Los Angeles Dodgers,13,7,6,78,79
Kansas City Royals,2,3,-1,-21,78
San Diego Padres,3,2,1,25,77
New York Mets,1,7,-6,61,78
Philadelphia Phillies,7,1,6,41,78
Texas Rangers,0,6,-6,10,79
Baltimore Orioles,6,0,6,-79,78
Atlanta Braves,3,2,1,26,77
New York Mets,2,3,-1,60,79
New York Yankees,1,6,-5,105,78
Cincinnati Reds,6,1,5,40,80
Seattle Mariners,11,2,9,21,77
Minnesota Twins,2,11,-9,-18,79
Arizona Diamondbacks,10,0,10,6,79
Chicago White Sox,0,10,-10,-83,79
Pittsburgh Pirates,5,4,1,-60,80
Milwaukee Brewers,4,5,-1,40,79
Chicago Cubs,2,8,-6,90,78
St. Louis Cardinals,8,2,6,40,79
Boston Red Sox,5,9,-4,11,80
Los Angeles Angels,9,5,4,-50,78
Washington Nationals,10,6,4,-69,79
San Diego Padres,6,10,-4,21,78
Texas Rangers,6,5,1,11,80
Baltimore Orioles,5,6,-1,-80,79
Athletics,4,11,-7,-134,81
Detroit Tigers,11,4,7,89,80
Toronto Blue Jays,10,6,4,-6,78
Cleveland Guardians,6,10,-4,-28,78
Atlanta Braves,7,4,3,29,78
New York Mets,4,7,-3,57,80
New York Yankees,4,5,-1,104,79
Cincinnati Reds,5,4,1,41,81
Tampa Bay Rays,5,1,4,74,79
Kansas City Royals,1,5,-4,-25,79
Seattle Mariners,6,5,1,22,78
Minnesota Twins,5,6,-1,-19,80
Arizona Diamondbacks,4,1,3,9,80
Chicago White Sox,1,4,-3,-86,80
Pittsburgh Pirates,3,9,-6,-66,81
Milwaukee Brewers,9,3,6,46,80
Chicago Cubs,7,8,-1,89,79
St. Louis Cardinals,8,7,1,41,80
Philadelphia Phillies,0,1,-1,40,79
Houston Astros,1,0,1,47,79
Los Angeles Dodgers,9,7,2,80,80
Colorado Rockies,7,9,-2,-204,79
Boston Red Sox,2,3,-1,10,81
Los Angeles Angels,3,2,1,-49,79
Washington Nationals,3,4,-1,-70,80
San Diego Padres,4,3,1,22,79
Miami Marlins,4,2,2,-88,77
San Francisco Giants,2,4,-2,44,79
Arizona Diamondbacks,3,7,-4,5,81
Chicago White Sox,7,3,4,-82,81
Pittsburgh Pirates,2,4,-2,-68,82
Milwaukee Brewers,4,2,2,48,81
Boston Red Sox,2,5,-3,7,82
Los Angeles Angels,5,2,3,-46,80
Washington Nationals,0,1,-1,-71,81
San Diego Padres,1,0,1,23,80
Texas Rangers,7,0,7,18,81
Baltimore Orioles,0,7,-7,-87,80
Athletics,3,0,3,-131,82
Detroit Tigers,0,3,-3,86,81
Toronto Blue Jays,4,5,-1,-7,79
Cleveland Guardians,5,4,1,-27,79
Atlanta Braves,3,7,-4,25,79
New York Mets,7,3,4,61,81
New York Yankees,7,1,6,110,80
Cincinnati Reds,1,7,-6,35,82
Tampa Bay Rays,3,0,3,77,80
Kansas City Royals,0,3,-3,-28,80
Seattle Mariners,0,2,-2,20,79
Minnesota Twins,2,0,2,-17,81
Chicago Cubs,8,0,8,97,80
St. Louis Cardinals,0,8,-8,33,81
Philadelphia Phillies,0,2,-2,38,80
Houston Astros,2,0,2,49,80
Los Angeles Dodgers,8,1,7,87,81
Colorado Rockies,1,8,-7,-211,80
Miami Marlins,8,5,3,-85,78
San Francisco Giants,5,8,-3,41,80
Athletics,0,8,-8,-139,83
Detroit Tigers,8,0,8,94,82
Toronto Blue Jays,6,0,6,-1,80
Cleveland Guardians,0,6,-6,-33,80
Seattle Mariners,1,10,-9,11,80
Minnesota Twins,10,1,9,-8,82
Tampa Bay Rays,4,0,4,81,81
Kansas City Royals,0,4,-4,-32,81
Philadelphia Phillies,1,2,-1,37,81
Houston Astros,2,1,1,50,81
Chicago Cubs,3,0,3,100,81
St. Louis Cardinals,0,3,-3,30,82
Los Angeles Dodgers,3,1,2,89,82
Colorado Rockies,1,3,-2,-213,81
Miami Marlins,12,5,7,-78,79
San Francisco Giants,5,12,-7,34,81
Atlanta Braves,0,4,-4,21,80
New York Mets,4,0,4,65,82
